Job Title,Location,Company,Salary,Description,Source
Business Analyst,"Glen Allen, VA 23060",RemX,None,"RemX is hiring a Business Analyst to join the team of a large healthcare company in Richmond.

Responsibilities:
Implement solutions to meet reporting requirements
Create reports
Create and uphold data structures
Assist with training new analysts and act as Project Lead
Read, understand and administer complex queries
Document applications
Troubleshoot complex problems
Create and populate databases, perform data normalization, create query analysis, conduct table indexing, perform multiple table joins
Bachelors Degree in Business, Health Administration, Mathematics, Information Systems, or related field
Minimum 5+ years of combined experience in data analysis, report development and in healthcare (preferably Medicaid Managed Care)
Minimum 3+ years of experience in healthcare, business analysis or application development/implementation preferred
Healthcare Information Technology experience is a plus
Proven technical ability with Microsoft SQL Server
Previous Systems Analyst experience a plus
Six Sigma Green Belt preferred
Extensive knowledge of a structured query language such as TSQL, PL/SQL, Microsoft Access, SPSS or SAS
Highly skilled in writing queries that join multiple data sources and complex data manipulation
Knowledge of reporting tools such as SSRS or Tableau
Highly detailed thinking with demonstrated talent for identifying, scrutinizing, improving, and streamlining complex work processes to support accurate reporting
Ability to analyze complex problems and develop multiple workable solutions
Experience in databases / SQL and OLAP architecture
Proficient knowledge of SQL queries
Previous experience with leading a team
Demonstrated experience in troubleshooting complex problems",Indeed
"Technical Healthcare Business Analyst | Nashville, TN","Nashville, TN 37027",Vaco,$50 an hour,"Experience working with HL7 standards
Experience working on projects that involve clinical apllications
Experience working with end users in the healthcare field- doctors, nurses, patient, etc.",Indeed
Business Analyst,"Charlotte, NC",Calculated Hire,$23 - $25 an hour,"Analyst
Ongoing Contract
Charlotte, NC
Calculated Hire is searching for a variety of different focused Business Analysts to join our energy client in Charlotte for a major SAP implementation project. This is a large, multi-year program that will implement an advanced customer experience solution and consolidate our client’s four legacy billing systems into one customer platform to deliver the universal experience our customers expect. The Analytics team will leverage new back end capabilities, modern digital technology, and centralized customer data with predictive analytics to deliver convenient and personalized experiences across channels with rich self-service functions. This particular team is responsible for building and maintaining two applications that will be tied into the website / application / customer portals. These apps will help with suggestions for products and services and assist with caller prediction.
There is the opportunity for Web-based Development, Data Analytics, Customer Journey Creation, Testing and Marketing Support across these roles.
Primary Skills Needed:
Proven ability to be self-sufficient and work towards/hit project deliverables tied to front-end web development
Strong working knowledge of any of the following technologies: SQL, Python, Java, C, SAP-HANA, PL/SQL
Strong SQL skills are preferred
Strong ability to collaborate with business leaders and IT consulting to determine primary demands for the functionality
Maintain working knowledge about emerging user interface / interaction design standards and best practices
Partner with QA and testing teams to ensure the resulting components are in accordance with company standards and as defined in approved testing plans
Minimum Qualifications:
Bachelor's Degree in CS, MIS, CIS, or a related field
Relatable project or internship experience working with other group members
Solid understanding of SDLC
High problem-solving capabilities and creative thinking to get to complex solutions
Job Types: Full-time, Contract
Salary: $23.00 to $25.00 /hour
Contract Length:
1 year",Indeed
Financial Data Analyst,"Bala-Cynwyd, PA",The Atlantic Group,"$45,000 - $50,000 a year","Our client is a Private Equity firm located just outside of Philadelphia. They currently have a need for a data / financial analyst to join their team. Ideal candidate will have 1-2 years of experience, strong internships can be considered!
Duties::
Maintain a working knowledge of assigned client portfolios and the investments within these portfolios.
Possess a working knowledge of accounting principles and be able to extract and analyze data from financial statements.
Communicate with representatives of investment partnerships to ensure the timely receipt of cash flow and financial information.
Coordinate assigned projects and special project work with allocated resources.
Prepare quarterly and annual reports for clients.
Review financial statements prepared by fund administrators for inclusion with reports.
Respond to client and fund investor questions and special requests (analyze reports/informational requests), interact with Relationship Managers to ensure that the required level of client service is being provided.
Monitor and track cash flow activity for limited partnerships, communicate with custodian banks regarding capital calls and distributions for clients to ensure successful delivery and receipt, reconcile cash flows with custodian banks.
REQUIREMENTS:
Internship experience in an accounting/financial industry setting required.
College degree (B.A., B.S. or B.B.A.) .
Proficient in Microsoft Office applications preferably Excel.
Detail oriented, organized and possess good analytical skills.
Must be able to handle multiple assignments/initiatives.
Strong communication skills (written and verbal).
Note: Qualified candidates will be contacted within 2 business days of application. If an applicant does not meet the above criteria, we will keep your resume on file for future opportunities and may contact you for further discussion.
#PHILLYAFT 21125
Job Type: Full-time
Salary: $45,000.00 to $50,000.00 /year",Indeed
Business Analyst (Remotely Interviewing Now!),"Menlo Park, CA 94025",Tailored Management,None,"Business Analyst (99939611)
Tailored Management is seeking a Business Analyst to work onsite at our client’s Menlo Park, CA campus on a contract basis. This is an excellent opportunity to join the world’s largest social media network who enables over a billion users to openly connect with friends and family, share content, and explore the world.
*Please note! The safety of our applicants as well as Facebook's staff is very important to us. As a way to combat COVID-19, all interviews for this role will be conducted via video chat and/or phone*
Responsibilities
Build a Capacity Planning and Workforce Management capability, in partnership with internal cross functional teams, to support both ongoing and future SBG sales programs.
Accurately forecast work volume, staffing levels, and resourcing needs and convert them to Productive Hours to enable operations teams to achieve strategic goals of SBG Sales Programs and optimize operations outcomes.
Analyze historical trends and provide business recommendations and inputs to enhance and improve the Capacity Planning and Workforce Management cycle.
Establish and own end-to–end detailed tracking and control processes for headcount and capacity across complex global operations in Anaplan tool.
Prepare and deliver periodic executive-level updates on status, insights, and trends to help inform and guide critical business decisions.
Develop and manage standard reporting for all matters related to Workforce Management.
Minimum Qualifications
5+ years of Business Systems Analyst, FP&A, Capacity Planning or Supply & Demand Forecasting experience
Experience in SQL.
Strong experience with MS Excel and or automation/process improvement.
Data analytics/business analytics and visualization experience to represent solutions in a visual way.
Problem solving experience with experience understanding the opportunity, the end result needed, then build and lead efforts to deliver improvements.
Project, program management, and process development experience.
Preferred Qualifications
Bachelor's degree in Math, Statistics, Finance, Economics, or other quantitative field.
Lean, Six Sigma, Agile or other process methodologies.
Ability to work as an individual contributor as part of a larger effort, but also as a team member to win as one.
Job Types: Full-time, Contract
Experience:
of Business Systems Analyst, FP&A, Capacity Planning or Supp: 5 years (Required)
SQL: 3 years (Required)
Education:
Bachelor's (Required)
Application Question:
Are you authorized to work directly for Tailored Management on a W2 status without the need for sponsorship? (Please Note- we are unable to work Corp to Corp.)
Benefits:
Health insurance
Dental insurance
Vision insurance
Paid time off
Professional development assistance
Schedule:
Monday to Friday
No weekends
Day shift
8 hour shift",Indeed
Healthcare Business Analyst,"Rancho Cordova, CA",HealthCare Support Staffing,Up to $40 an hour,"Are you an experienced Healthcare Business Analyst looking for a new opportunity with a prestigious healthcare company? Do you want the chance to advance your career by joining a rapidly growing company? If you answered “yes"" to any of these questions – this is the position for you!

Daily Responsibilities of a Healthcare Business Analyst:
Support business initiatives through data analysis, identification of implementation barriers and user acceptance testing of various systems
Identify and analyze user requirements, procedures, and problems to improve existing processes
Perform detailed analysis on multiple projects, recommend potential business solutions and ensure successful implementations
Identify ways to enhance performance management and operational reports related to new business implementation processes

Requirements for a Healthcare Business Analyst:
Bachelor’s degree or equivalent experience
4+ years of business process or data analysis experience - healthcare strongly preferred
Strong computer skills- need to be an Excel wizard, Access experience is a plus
Experience with MicroStrategy

Hours for this Position:
Monday – Friday between 8:00AM – 5:00PM

Advantages of this Healthcare Business Analyst:
Competitive salary up to $40/hr, based on relevant experience
Benefits offered, Medical, Dental, and Vision
Fun and positive work environment

Interested in being considered as a Healthcare Business Analyst:
If you are interested in applying to this position, please click Apply Now or immediate consideration or you may send your updated resume to May Bonion mbonion@healthcaresupport.com.

Healthcare Support Staffing, Inc. is an equal employment opportunity employer and will consider all qualified applicants without regard to race, color, religion, disability, sex, sexual orientation, gender identity, national origin, protected veteran status, or any other characteristic protected by applicable local, state, or federal law.",Indeed
BI Analyst ll,"Denver, CO 80014",Talent Navigation Experts,None,"Title: BI Analyst
Location: Denver, CO
Duration: Direct Hire or CTH


About the Role: This BI Developer/Analyst will multiple company projects by designing and developing in SQL, defining business requirements, providing project management oversight and aligning business and application system solutions with strategic plans. Analyzes and documents requirements through research, data gathering, and brainstorming activities. Designs and documents customer requirements by defining, creating, evaluating, and/or selecting alternatives.
Required Skills:
Strong experience in Healthcare and any experience with Medicaid would be a PLUS
Strong development skills in SQL, PL-SQL, and TSQL
Strong report writing skills
Strong Query skills
SSIS, SSRS, or PowerBI Experience
About the Company: This Healthcare company was outsourcing IT for the past 5 years and is now bringing it all back in-house. They want to build a culture of teamwork and passion for making a difference in people’s lives. In fact, this job has the opportunity to make a difference in over 1/2 a million people's lives. It's a smart group of people that work hard and the IT department starts at 8 and shuts down at 5, so this is for the person that is over the grind of long hours.",Indeed
Functional Analyst/Data Analytics,"Merrifield, VA",MBA CSI,None,"MBA Consulting Services, Inc. (MBA) is a federal government IT systems integrator committed to delivering solutions that solve mission challenges with agility, experience, and innovation. As a mission-focused integrator, we provide a comprehensive range of information technology, engineering, professional services, and facilities management solutions. We have proven expertise in delivering custom data analytics, digital services, systems engineering, human factor engineering, and infrastructure solutions.
MBA is headquartered in Chantilly, Virginia, has more than 350 employees, and is in 46 locations worldwide. With proven leadership and a 20-year heritage, our reputation has been forged by acquiring and developing the best talent in a values-driven culture of integrity, respect, and quality solutions.
Job Description: We are seeking a Functional Analyst with experience evaluating and testing business rules who would like to join a challenging and exciting development project with the United States Postal Service (USPS). As part of the Corporate Reporting team, this position will involve working with the USPS SMEs to define requirements, document detailed business rules, work with developers to validate and test software meets the business rules, and support production data analytics.
Key Responsibilities:
Work with Postal SMEs and Architects to define detailed system requirements and business rules.
Serve as functional subject matter expert in assigned project area(s) / workstream group
Perform software testing to support SIT and CAT
Perform data quality checks and data analytics/mining
Support production release validation
Provide business support – investigations into production inquiry, manual reports, Qlik reports, presentation creation support
Required Qualifications:
Knowledge of software testing and validation
Knowledge of agile/rapid systems development
Knowledge of SQL or other structured query languages
Preferred Skills/Abilities
Experience with systems analysis, data analysis, and analytical reporting
Experience with software testing and validation
Experience with agile/rapid systems development
Experience with data systems with high transaction volume and large data structures
Experience with US Postal Service operations, systems and/or applications
Professional Knowledge/Skills:
Strong analytical and problem-solving capabilities
Team player with the ability to work in a fast-paced environment
Ability to multi-task in a fast-paced, demanding environment
Effective time management and prioritization practices
Sound business ethics, including the protection of proprietary and confidential information
Ability to work with all levels of internal staff, as well as outside clients and vendors
Excellent problem solving skills with ability to analyze situations, identify existing or potential problems and recommend solutions
Security Requirements
Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to sensitive information
Must be able to obtain and keep a USPS Sensitive Clearance
Level: Mid
Additional Requirements:
Candidate must be able to sit, stand and work at a computer for prolonged periods.
Strong mathematical and analytical skills.
Ability to work flexible hours when needed.
Must be able to pass a pre-employment background check & drug test.
“MBA CSi is an Equal Opportunity, Affirmative Action Employer. Women, Minorities, Veterans, and individuals with disabilities are encouraged to apply.”
EOE – Minority/ Female/ Veteran/
Job Type: Full-time
Experience:
sql: 1 year (Preferred)
Data Analysis: 3 years (Required)
Education:
Bachelor's (Required)
Work authorization:
United States (Required)
Work Location:
One location
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Work from home
Other
Schedule:
Monday to Friday
Work Remotely:
Temporarily due to COVID-19",Indeed
Data Analyst,"Wilmington, DE 19809",Confidential,$35 - $40 an hour,"Assist in scoping & designing analytical projects and solutions.
Stay current with new analytical tools and industry trends.
Data Analysis: 3 years (Required).",Indeed
Data Analyst,"Costa Mesa, CA 92626",Veritone,None,"The company’s proprietary operating system, aiWARE™, orchestrates an expanding ecosystem of machine learning models to transform audio, video, and other data…",Indeed
Business Analyst I - Provider Data Management,"Town and Country, MO",Centene,None,"Position Purpose: Perform various analysis and interpretation to link business needs and objectives for assigned function
Support business initiatives through data analysis, identification of implementation barriers and user acceptance testing of new systems
Identify and analyze user requirements, procedures, and problems to improve existing processes
Perform detailed analysis on assigned projects, recommend potential business solutions and assist with implementation
Run reports as assigned to support business objectives
Education/Experience:
Bachelors degree in related field or equivalent experience. 0-2 years of business process analysis (documenting business process, gathering requirements) experience in healthcare industry and/or working in a data driven environment. Advanced knowledge of Microsoft Applications, including Excel, Project, and Visio preferred.

Centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law.",Indeed
OptumRx Business Analyst (Strong MS Excel / Data),"Costa Mesa, CA 92626",UnitedHealth Group,None,"Optum, a UnitedHealth Group company, is a dynamic health services and innovation company. As a global team of 125,000+, our skill and expertise is matched only by the commitment and passion we share to transform health care. We are tackling the biggest challenges in health care by partnering across the entire system. Together, we are transforming health care for a better future for everyone we serve. Our partners choose us for our combination of unique capabilities. This is a place like no other and where you’ll do your life’s best work.SM

As a Business Analyst for PBM Operations team, you will work closely with clinical pharmacists to develop and update formularies by conducting data analysis and file management. You will prepare and maintain formulary configuration for implementation into the RxClaim system and various databases. Our Business Analysts are responsible for ensuring the accuracy of data, analysis, and reports by conducting cross-reference validations. Do you have strong / advanced Microsoft Excel skills? Do you have experience working with large data sets? Are you detail oriented? If so, you might be the right person for this challenging and complex position. This position will be office-based in Irvine, CA.

Primary Responsibilities:
Prepare and coordinate member materials. During peak times this may be the full time focus of the position
Work under strict guidelines and deadlines enforced by CMS (Centers for Medicare & Medicaid Services) to complete formulary submissions
Create and maintain work instructions for current and new business processes
Assist in preparing marketing materials
Act as point of contact for internal and client inquiries
Act as a resource for the team and is able to work with minimal guidance and supervision
You'll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.
Required Qualifications:
High School graduate
2+ years of experience working with and using large data sets.
2+ years of data and complex ad hoc analysis experience
High level of detail orientation and accuracy
Advance/Expert in MS Excel (Pivot Tables, VOOKUP, HLOOKUP, INDEX, MATCH)
Preferred Qualifications:
Bachelor’s degree
RxClaim knowledge and experience
Pharmacy technician license or certification
Medicare Part D or managed care experience
Analytical and Mathematical comprehension
Creating and enhancing tools and modules
PBM (Pharmacy Benefit Management) or healthcare background
Demonstrated excellent written and verbal communication skills
Demonstrated ability to work collaboratively in a team environment
Experience identifying and troubleshooting in a fast past environment where strong organizational skills
A passion for and commitment to a consumer and client driven culture
As a Fortune 6 company with over 325,000 people all pulling in the same direction, we’re used to setting the pace for change. Take a running start and join us so you can achieve more while doing your life’s best work.SM

Through our family of businesses and a lot of inspired individuals, we're building a high-performance health care system that works better for more people in more ways than ever. Now we're looking to reinforce our team with people who are decisive, brilliant - and built for speed.

Come to UnitedHealth Group, and share your ideas and your passion for doing more. We have roles that will fit your skills and knowledge. We have diverse opportunities that will fit your dreams.
Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.

UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment.

Key words: PBM, OptumRx, pharmacy, pharmaceutical, prescription, RxClaim, Medicare Part D, Technician, MS Excel, data, analysis, analytical",Indeed
Data Analyst,"Columbus, OH 43230",The Paragon Group,None,"The Paragon Group is a Columbus, Ohio based Information Technology firm delivering high quality, cost effective resources to a progressive clientele. Founded in 1998, The Paragon Group has a full time staff of highly skilled, motivated professionals. The Paragon Group provides staff augmentation, temp-to-perm placements, permanent placements, and consulting services both locally and nationally. We are a full time employer and offer a full benefits package. We are currently looking for a Data Analyst for a long-term employment opportunity. We are looking for a Data Analyst for the Enterprise Data organization led by the Chief Data and Architecture Officer (CDAO). In this role, you will report to the Enterprise Data Quality Leader. If you consider data as a strategic asset, evangelize the value of good data and insights, and have a passion for finding innovative ways to improve the quality of enterprise data, this role is for you. This exciting and newly created role will partner closely with key stakeholders including Internal Audit, Line of Business teams, Data Stewards, and Technology SMEs to drive data quality improvements across the enterprise. Job Description: - Analyze business data and other data relationships to evaluate and report on the level of data quality - Lead performer on data quality activities that support key compliance and regulatory processes - Perform data discovery, profiling, and root cause analysis on high priority data assets - Build and implement new data quality rules to execute against high priority data assets - Develop recommendations and implement improvements to data quality controls and monitoring processes - Partner with various source system experts to understand their data and how it flows through the Huntington data ecosystem, to help drive improvements in quality - Provide support to data technology project teams responsible for building out next-generation data quality capabilities - Partner with the Data Quality Leader to help establish and drive data quality standards across the enterprise
Basic Qualifications:
Bachelor’s degree, military experience in related field, or equivalent professional certification
At least two years of hands on experience with SQL or other query tools to analyze data
At least one year of experience working in a data environment and/or on data projects
Preferred Qualifications:
Hands on experience with data analytics tools like SAS or Python
Hands on experience with BI tools like Microstrategy or Tableau
Knowledgeable on data management, data governance, and data quality processes and technologies
Working experience on data architecture, data warehousing, and big data design
Well-developed negotiation, influencing, and partnership skills
Excellent written and verbal communication skills
Business outcome focused
Demonstrated perseverance",Indeed
IT Business Analyst,"Irwin, PA",eNGINE,None,"eNGINE builds Technical Teams. We are a Solutions and Placement firm shaped by decades of interaction with Technical professionals. Our inspiration is continuous learning and engagement with the markets we serve, the talent we represent, and the teams we build. Our Consulting Workforce is encouraged to enjoy career fulfillment in the form of challenging projects, schedule flexibility, and paid training/certifications. Successful outcomes start and finish with eNGINE.
eNGINE is seeking an IT Business Analyst to work onsite with our client located southeast of the city of Pittsburgh. This person will be responsible for working with Project teams to observe end-users, gather data, and create reports using SQL Server database tools and reporting tools such as Excel, Tableau, SSRS, etc. Responsibilities will also include working as a QA Engineer to test application performance, review and analyze current business processes, and provide workflow documentation. Must have excellent communication and organizational skills. We cannot work C2C on this role.
Job Types: Full-time, Contract
Benefits:
Health insurance
Dental insurance
Vision insurance
Schedule:
Monday to Friday
Work Remotely:
Temporarily due to COVID-19",Indeed
Business Analyst,"Franklin, TN 37067 (McEwen area)",Internal Data Resources,None,"IDR is seeking a Business Analyst with specific experience in Salesforce to join one of our clients for an opportunity in Nashville, TN! If you are looking for a great opportunity to get in with an industry leading company, then apply today!
Position Overview for the Business Analyst:
Review, draft and outline business requirements affecting strategic initiatives and business adjectives
Assist in the documentation of business requirements and solutions to solve problems
Examine various data sources and apply approaches to data interpretation and performance measurement results
Complete project dependencies accurately and on time
Assist in the development of business unit analytics, department or operational procedures, reporting and financial analysis
Required Skills for the Business Analyst:
3+ years of professional experience
Extensive experience with Documentation
Experience in Sharing PHI, Downloading personal information, uploading or transferring forms, and emailing
Experience working Identity Management is preferred
Experience being a liaison between IT departments and internal stakeholders to quickly gather and document requirements
What’s in it for the Business Analyst?
Change to get in with an industry leading company
Use cutting edge technologies
Full Benefits (Medical, Dental, Vision, Etc)
Why IDR?
20+ Years of Proven Industry Experience in 4 major markets
Employee Stock Ownership Program
Dedicated Engagement Manager who is committed to you and your success
Medical, Dental, Vision, and Life Insurance
ClearlyRated’s Best of Staffing® Client and Talent Award winner 6 years in a row
Job Type: Contract
Experience:
business analysis: 3 years (Preferred)
healthcare: 1 year (Preferred)
sql: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Contract Length:
3 - 4 months
Contract Renewal:
Likely
Full Time Opportunity:
Yes
Benefits:
Health insurance
Dental insurance
Vision insurance
Schedule:
Monday to Friday
No weekends
Work Remotely:
Temporarily due to COVID-19",Indeed
IT Business Analyst,"Palm Beach, FL","GL Staffing Services, Inc.",$43 - $47 an hour,"Business Analyst Job Description
This position is a IT Business Analyst which supports Agile solution development needs for field operations across Power Delivery.
This individual analyzes business processes and practices in an effort to focus the design and implementation of information technology solutions that meet the business initiatives. This individual collaborates on an on-going basis with the business and technical project stakeholders and applies proven communications, analytical and problem solving skills to help support the development process, and to ensure the project deliverables meet specifications.
Business Analyst Job Qualifications
Possess Agile experience – SAFe experience preferred
Possess strong presentation & communication skills, with both technical and business audiences
Possesses a “business mindset” to understand operational objectives by studying business functions, evaluating how technology can enable efficiencies, and support epic, feature, story decomposition to drive digital transformations
Proven experience with the Scrum delivery model, with strengths in the product roles
Ability to partner with Operational Business Leads to understand business goals and supports story alignment activities
Ability to design solutions by analyzing requirements; constructing people, process and technology visuals (Design Thinking skills preferred)
Ability to improve business outcomes by studying current practices, identifying areas of opportunity, and proposing design modifications to delivery tangible value
Job Types: Full-time, Contract
Salary: $43.00 to $47.00 /hour
Experience:
business analysis: 7 years (Required)
SAFE Agile: 2 years (Preferred)
Scrum: 2 years (Preferred)
Benefits:
Health insurance
Dental insurance
Vision insurance
Work Remotely:
Temporarily due to COVID-19",Indeed
Oracle Business Analyst,"Addison, TX 75001",Internal Data Resources,"$75,000 - $100,000 a year","Oracle Business Systems Analyst
Exciting full-time opportunity for an Oracle ERP Business Analyst with industry leading company in the North Dallas area! You will be responsible for configuring, testing, and implementing Oracle Financials Cloud Solutions.
This is a high visibility and key role for a company currently going through an implementation of Oracle ERP Cloud.
Desired Skills:
2+ years of experience as an IT Business Systems Analyst
1+ years of experience with the Oracle ERP Financials Suite
Strong experience with SQL queries
Bachelor’s Degree is preferred
Job Type: Full-time
Salary: $75,000.00 to $100,000.00 /year
Experience:
business analysis: 3 years (Required)
Oracle EBS: 2 years (Required)
sql: 1 year (Required)
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Flexible schedule
Schedule:
Monday to Friday
Work Remotely:
Temporarily due to COVID-19",Indeed
Business Analyst,"Renton, WA 98056",Brooksource,$40 - $45 an hour,"Position: Business Analyst
Location: Renton, WA
Duration: 10-12 month Contract
Start Date: 3/2 (Can be sooner!)
Job Description:
Our client is looking for a Business Analyst who has experience working with both business and technology sides. Understanding of Microsoft Access is a plus.
This person will be responsible for reviewing general ledger accounts and prepares and adjusts journal entries. Performs account analysis and reconciliation, including bank statements and intercompany general ledger accounts. Maintains the general ledger chart of accounts and assists with initial internal control evaluations. Posts monthly, quarterly and yearly accruals. Performs ad hoc projects.
Perform daily operations tasks for Membership enrollment
Construct workflow charts and diagrams
Data mapping
Studying and analyzing system capabilities
Documenting business requirements and technical specifications
Creating test scenarios and test cases
Minimum Qualifications:
Understanding of Health Plan concepts around enrollment
Proficient in Microsoft office : Word, PowerPoint, Excel and Visio, SQL
Ability to impact operations and effect change
Detail oriented, analytical and inquisitive
Ability to work independently and with others
Extremely organized with strong time-management skills
Responsibilities:
1. Construction Project Costing Analysis
2. Diagnose problems along the capital procurement cycle, and facilitate the implementation of solutions including data compilation and analysis
3. Prepare/review journals and reconciliations
4. Completes various financial, accounting, administrative, and other reports and analysis, and performs other duties as assigned or as necessary.
5. Prepare/review all property management financial reports on the individual assets.
Top 3-5 Required Skills:
1. Mathematical qualities; logical and reasoning abilities
2. Analytical skills; decision-making approach and ability to solve problems easily within minimum time-span.
3. Critical power of thinking; verbal as well as written communicative skills, listening power
4. Ability to work in groups; leadership qualities
5. Computer knowledge and corresponding application skills
Brooksource provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, national origin, age, sex, citizenship, disability, genetic information, gender, sexual orientation, gender identity, marital status, amnesty or status as a covered veteran in accordance with applicable federal, state, and local laws.
Job Types: Full-time, Contract
Salary: $40.00 to $45.00 /hour
Experience:
Business Analyst: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Full Time Opportunity:
No
Work Location:
One location
Benefits:
Health insurance
Dental insurance
Vision insurance
Schedule:
Monday to Friday",Indeed
Data and Business Analyst,"Glastonbury, CT",GSS Infotech,None,"Mail your resume @ hiring@gssinfotech.com

Qualification: Bachelor’s degree in Engineering, Computer Science or its equivalent.
Location: Glastonbury, CT
Job Duties:
Influence business decisions at an Executive management level by building Operational and Reporting Dashboards assessing new project implementations such as promotions and hence increase bottom line.
Act as a bridge between the IT and business teams in order to better structure the data within the company for maximum actionable intelligence through Agile methodology.
Develop technical specifications of ETL process flow.
Developed coding guidelines, application design code and reusable frameworks utilizing a thorough understanding of Alteryx, SQL Workbench, Power BI, DAX, tableau and Microsoft office suite.
Design the Source – Target mappings and involved in designing the Selection Criteria document.
Work on design and development of data mappings, workflows to load data into staging area, data warehouse and data marts in Azure Data lake service.
Use Alteryx Designer to create mappings, sessions and workflows for populating the data into dimension, fact, and lookup tables simultaneously from different source systems.
Gather and clarify requirements with business architect to feed into high-level customization design, development and installation phases.
Generating unit test cases and system test cases for validations.
Co-ordinate with Business Analysts peers and source developer for performing data analysis and gathering business requirements.
Work extensively with variables and parameter files in the mapping and in the session to pass the value and to control the environment and source, target information.
Participate in daily agile stand up meetings for resolving defects found in testing the new and existing reports/ dashboards.
Conduct weekly sprint meetings to prioritize the design, development and defect fixing tasks within team.
Travel Required: Required travel/relocation throughout the U.S.",Indeed
Business Intelligence Analyst,"Atlanta, GA",Instacart,None,"OVERVIEW

Our Community Operations team provides high quality phone, chat, and email support to both our customer and shopper communities. Community Operations has launched its Customer Experience Center in Atlanta and we are looking for a strategic thinker who is passionate about understanding the data from all of our interactions and how it drives real world changes in behavior. In this role, you will support strategic decision making processes through your analytics, heavy data-driven approach, and operational mindset. You should possess superior analytical skills, excellent time-management and organizational habits, and the ability to clearly communicate and present information to key stakeholders. You'll work closely with leadership to help manage dashboards and provide the ad hoc and KPI reporting that drives critical decision-making and propels organizational success.

ABOUT THE JOB

In this role, you will support strategic decision making processes through your analytics, heavy data-driven approach, and operational mindset. You should possess superior analytical skills, excellent time-management and organizational habits, and the ability to clearly communicate and present information to key stakeholders. You'll work closely with leadership to help create manage dashboards and provide the ad hoc and KPI reporting that drives critical decision-making and propels organizational success.

Your day to day…

Own daily and weekly analysis on workflows, projects, and experiments to inform important strategic decisions improving the support experience
Create, maintain, and continue to optimize weekly, monthly and quarterly reporting
Develop scalable, automated dashboards to provide benchmarking and progress against key performance goals and initiatives; understand root causes of what impacts attainment of those objectives
Review data models and queries while performing weekly and ad hoc data analysis to ensure our operations engine running at full speed
Dig into the details behind how metrics are calculated, and ensure that the source data matches the needs of the business
Provide analytical insights into current state of the business that can be leveraged for growth opportunities and operational efficiency gains
Develop models on large datasets to extract trends, measure results and outcomes, and to predict future performance
ABOUT YOU

Advanced SQL Skills - able to write complex and performant queries to extract data from our Snowflake cluster
Proficient with Tableau or other analytical visualization tools
2 - 4 years of experience in data analysis, data science, business intelligence, or similar roles
Data-driven individual with a strong business acumen and focus on analytical problem solving, data manipulation and management skills
Creative, intellectually curious, and able to effectively collaborate cross-functionally, partnering with stakeholders to drive business performance
Proven ability to work independently, multi-task, and thrive in a fast-paced environment
Excellent written and verbal communication, and the ability to turn data into a story for our business partners
Excited about analyzing big data
Bachelor's degree in math, economics, statistics, engineering, computer science, or other quantitative field, or equivalent level of experience
Preferred Qualifications:
Experience in programming, especially with data science and visualization libraries in Python or R
Advanced knowledge of experimentation and statistical methods
Experience in ETL and data pipeline development
Ability to mentor junior Analysts on the team
Advanced degree in statistics, math, economics, engineering, computer science, or other quantitative field",Indeed
